interval_start,equipment_ID,count_sum,A_028,A_029,A_024,A_045,A_001,A_058,A_064,A_030,A_101,A_002,A_107,A_056,A_015,A_032,A_026,A_003,A_008,A_078,A_070,A_004,A_005,A_009,A_016,A_010,A_027,A_020,A_017,A_048,A_022,A_011,A_012,A_013,A_042,A_023,A_034,A_036,A_079,A_077,A_090,A_021,A_049,A_006,#changes,%idle,%production,%downtime,%performance_loss,%scheduled_downtime,idle/idle,idle/production,idle/downtime,idle/performance_loss,idle/scheduled_downtime,production/idle,production/production,production/downtime,production/performance_loss,production/scheduled_downtime,downtime/idle,downtime/production,downtime/downtime,downtime/performance_loss,downtime/scheduled_downtime,performance_loss/idle,performance_loss/production,performance_loss/downtime,performance_loss/performance_loss,performance_loss/scheduled_downtime,scheduled_downtime/idle,scheduled_downtime/production,scheduled_downtime/downtime,scheduled_downtime/performance_loss,scheduled_downtime/scheduled_downtime,A_043,A_051,A_106,A_050,A_018,A_102,A_031,A_103,A_083,A_081,A_074,A_071,A_073,A_104,A_084,A_105,A_116,A_128,A_109,A_132,A_062,A_131,A_035,A_040,A_039,A_055,A_127,A_007,A_108,A_037,A_119,A_115,A_125,A_124,A_130,A_052,A_129,A_019,A_126,A_110,A_123,A_114,A_120,A_121,A_098,A_095,A_087,A_111,A_117,A_044,A_122,A_085,A_057,A_066,A_112,A_118,A_113,A_093,A_041,A_076,A_088,A_097,A_065,A_091,A_067,A_068,A_033,A_082,A_075,A_099,A_086,A_100,A_096,A_094,A_089,A_092,A_038,A_080,A_069,A_072,A_047,A_059,A_046,A_063,A_053,A_054,A_060,A_061,production_rolling_6h,downtime_rolling_6h,production_change,downtime_change,performance_change,health_score,future_production,future_downtime,future_performance_loss,future_risk,risk_prediction,risk_probability,risk_level
29-09-2021 14:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22,0.267827468,0.023462704,0.080374022,0.552476111,0.075859695,3,0,0,1,0,0,5,0,0,1,0,0,2,0,0,0,1,0,8,0,0,0,1,0,0,0,,,,0,,3,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.418154612,0.093680469,-0.15163053,-0.101292287,0.552476111,99.0993224,0.231913178,0.322366564,0.397806771,1,1,50.819427,MEDIUM
29-09-2021 14:00,s_4,2,0,0,0,0,0,0,,0,,1,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,15,0.006791421,0.222504651,0.031372792,0.739331136,0,1,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.397508043,0.071102078,-0.566269577,0.011720743,0.547757412,99.22250465,0.763494788,0.097604946,0.138900266,0,1,68.087234,HIGH
29-09-2021 14:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,1,0,0.952226523,0.047773477,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756207249,0.050308834,0.111498627,0.03179899,-0.134408556,99.95222652,0.579892604,0.013695875,0.110908019,0,0,34.828117,MEDIUM
29-09-2021 15:00,s_4,3,0,0,0,0,0,0,,0,,1,,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,24,0.066397025,0.591622582,0.022107237,0.319873155,0,3,0,0,1,0,0,7,1,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.405247509,0.061329684,0.369117932,-0.009265555,-0.419457981,99.59162258,0.740334222,0.055979761,0.199186649,0,1,55.41328,MEDIUM
29-09-2021 15:00,s_5,1,,0,0,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,14,0.092460971,0.763114411,0.090424238,0.054000379,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.848950005,0.064979598,-0.189112112,0.042650761,0.054000379,99.76311441,0.732256478,0.013300695,0.217671099,0,0,31.247551,MEDIUM
29-09-2021 15:00,s_3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.029065624,0.88464572,0.065993175,0.020295481,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83007925,0.102840306,-0.085654136,0.036293031,0.020295481,99.88464572,0.750716277,0.168624479,0.080659244,0,0,42.43843,MEDIUM
29-09-2021 16:00,s_4,7,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,13,0,0.967433456,0.032566544,0,0,0,0,0,0,0,0,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.527706999,0.057577647,0.375810874,0.010459307,-0.319873155,99.96743346,0.654694628,0.022296628,0.323008744,0,0,30.717525,MEDIUM
29-09-2021 16:00,s_3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.959478381,0.040521619,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868914021,0.094211013,0.074832661,-0.025471556,-0.020295481,99.95947838,0.810439608,0.054293163,0.103529204,0,0,46.97012,MEDIUM
29-09-2021 17:00,s_4,1,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,19,0.034233407,0.58124556,0.01351341,0.371007623,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.621059974,0.036518494,-0.386187896,-0.019053134,0.371007623,99.58124556,0.686344493,0.059607234,0.254048273,0,1,54.16665,MEDIUM
29-09-2021 17:00,s_5,1,,0,0,0,,,,0,0,0,,0,0,,,0,0,,,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,1,0,0.998191841,0.001808159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858200145,0.055729458,0.23507743,-0.088616079,-0.054000379,99.99819184,0.853985856,0.094919452,0.041916597,0,0,30.341187,MEDIUM
29-09-2021 18:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,3,0.001412952,0.965107133,0.008345751,0.025134164,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865110766,0.044649987,-0.033084708,0.006537592,0.025134164,99.96510713,0.509275662,0.490724338,0,0,0,22.26789,LOW
29-09-2021 18:00,s_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.99434059,0.00565941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900838576,0.075613781,0.034862208,-0.034862208,0,99.99434059,0.747231699,0.169213994,0.025583874,0,0,19.762678,LOW
29-09-2021 19:00,s_4,1,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,8,0,0.511784238,0.084191854,0.404023908,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0.610560786,0.033900648,-0.069461321,0.070678444,0.033016284,99.51178424,0.193955277,0.032535184,0.072284747,0,1,54.125256,MEDIUM
29-09-2021 20:00,s_1,1,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4,0,0.731639558,0.057833709,0.003040089,0.207486644,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.429777818,0.100263455,0.708176854,-0.022540313,-0.549436022,99.9391262,0.773996952,0.06018151,0.098420938,0,0,31.756649,MEDIUM
29-09-2021 20:00,s_3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.003038726,0.840986378,0.115300341,0.040674555,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924646215,0.047621461,-0.153354212,0.10964093,0.040674555,99.84098638,0.981207605,0.018792395,0,0,0,20.949532,LOW
29-09-2021 21:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,8,0.16061937,0.109638822,0.046931456,0.084324748,0.598485605,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.771501104,0.035209594,-0.855468312,0.038585705,0.059190583,99.70812443,0.996616602,0.003383398,0,0,0,23.210781,LOW
29-09-2021 21:00,s_4,2,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,10,0.008462719,0.841363667,0.05161232,0.098561293,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.619325692,0.03922736,0.329579429,-0.032579534,-0.305462614,99.84136367,0.554701638,0.044400142,0.318800074,0,1,50.47847,MEDIUM
29-09-2021 22:00,s_3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.121176215,0.631992013,0.166398996,0.080432777,0,2,0,0,1,0,0,4,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88029049,0.070595614,-0.208994365,0.051098655,0.039758222,99.63199201,0.968454155,0.016261842,0.013991404,0,0,21.412846,LOW
29-09-2021 22:00,s_4,7,0,0,0,0,0,0,,0,,1,,0,0,0,0,0,0,,,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,21,0,0.763494788,0.097604946,0.138900266,0,0,0,0,0,0,0,9,1,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.709490715,0.050266052,-0.077868879,0.045992626,0.040338973,99.76349479,0.411023867,0.040749382,0.419343102,1,1,59.64967,MEDIUM
29-09-2021 23:00,s_3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.812848558,0.187151442,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.854048606,0.096837497,0.180856545,0.020752447,-0.080432777,99.81284856,0.711612106,0.05764015,0.09176699,0,0,47.24965,MEDIUM
29-09-2021 23:00,s_4,6,0,0,0,0,0,0,,0,,2,,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,0,0,1,19,0.004499368,0.740334222,0.055979761,0.199186649,0,0,0,0,1,0,0,6,1,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.734275989,0.055911472,-0.023160566,-0.041625185,0.060286383,99.74033422,0.313946895,0.084143301,0.520422245,1,1,55.16256,MEDIUM
29-09-2021 23:00,s_1,2,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17,0,0.782981519,0.030882511,0.122118032,0.064017938,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.492298294,0.10475587,0.05134196,-0.026951198,0.119077944,99.84699946,0.637352702,0.32584814,0.036799158,0,1,53.53416,MEDIUM
30-09-2021 00:00,s_1,2,0,0,0,,0,,0,0,,0,,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,6,0,0.913457744,0.019150306,0.005495941,0.061896009,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.547752965,0.086197205,0.130476226,-0.011732206,-0.116622092,99.97535375,0.866288901,0.042337204,0.054550557,0,0,48.02737,MEDIUM
30-09-2021 00:00,s_4,3,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,21,0,0.654694628,0.022296628,0.323008744,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.682152851,0.05419982,-0.085639594,-0.033683132,0.123822094,99.65469463,0.075438999,0.12875869,0.734688694,1,1,61.73895,HIGH
