interval_start,equipment_ID,count_sum,A_028,A_029,A_024,A_045,A_001,A_058,A_064,A_030,A_101,A_002,A_107,A_056,A_015,A_032,A_026,A_003,A_008,A_078,A_070,A_004,A_005,A_009,A_016,A_010,A_027,A_020,A_017,A_048,A_022,A_011,A_012,A_013,A_042,A_023,A_034,A_036,A_079,A_077,A_090,A_021,A_049,A_006,#changes,%idle,%production,%downtime,%performance_loss,%scheduled_downtime,idle/idle,idle/production,idle/downtime,idle/performance_loss,idle/scheduled_downtime,production/idle,production/production,production/downtime,production/performance_loss,production/scheduled_downtime,downtime/idle,downtime/production,downtime/downtime,downtime/performance_loss,downtime/scheduled_downtime,performance_loss/idle,performance_loss/production,performance_loss/downtime,performance_loss/performance_loss,performance_loss/scheduled_downtime,scheduled_downtime/idle,scheduled_downtime/production,scheduled_downtime/downtime,scheduled_downtime/performance_loss,scheduled_downtime/scheduled_downtime,A_043,A_051,A_106,A_050,A_018,A_102,A_031,A_103,A_083,A_081,A_074,A_071,A_073,A_104,A_084,A_105,A_116,A_128,A_109,A_132,A_062,A_131,A_035,A_040,A_039,A_055,A_127,A_007,A_108,A_037,A_119,A_115,A_125,A_124,A_130,A_052,A_129,A_019,A_126,A_110,A_123,A_114,A_120,A_121,A_098,A_095,A_087,A_111,A_117,A_044,A_122,A_085,A_057,A_066,A_112,A_118,A_113,A_093,A_041,A_076,A_088,A_097,A_065,A_091,A_067,A_068,A_033,A_082,A_075,A_099,A_086,A_100,A_096,A_094,A_089,A_092,A_038,A_080,A_069,A_072,A_047,A_059,A_046,A_063,A_053,A_054,A_060,A_061
02-01-2020 05:00,s_1,4,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10,0,0.674440861,0.249527081,0.005165058,0.070867,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 06:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7,0,0.797424085,0.052654187,0.149921728,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 07:00,s_1,2,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13,0.214692202,0.500628971,0.119355829,0.039106247,0.12621675,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 08:00,s_1,8,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15,0,0.80760665,0.19239335,0,0,0,0,0,0,0,0,7,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 09:00,s_1,9,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19,0,0.780386725,0.126087378,0.093525898,0,0,0,0,0,0,0,9,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 10:00,s_1,5,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14,0,0.741037867,0.118963541,0.006007139,0.133991452,0,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,0,1,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 11:00,s_1,8,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20,0,0.305650883,0.280783174,0.413565942,0,0,0,0,0,0,0,9,1,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 12:00,s_1,7,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12,0,0.200294361,0.799705639,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 13:00,s_1,9,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19,0,0.581968143,0.341270801,0.076761056,0,0,0,0,0,0,0,8,1,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 15:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0.770393419,0.229606581,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 16:00,s_1,9,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19,0,0.470086496,0.49433861,0.035574894,0,0,0,0,0,0,0,8,1,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 17:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0,0.729827707,0.036470698,0.16841439,0.065287205,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 19:00,s_1,1,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0.001687822,0.363420521,0.02345974,0.611431918,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 20:00,s_1,5,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14,0.040217099,0.715562396,0.139045351,0.017923937,0.087251218,0,0,0,1,0,0,5,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,1,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
02-01-2020 21:00,s_1,1,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,6,0.270932634,0.014473402,0.016062593,0.034173375,0.664357996,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 02:00,s_1,1,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7,0,0.200980232,0.043405626,0.717233198,0.038380943,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 04:00,s_1,3,0,0,0,,1,,1,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17,0,0.615887328,0.032587516,0.283790349,0.067734807,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,1,0,6,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 05:00,s_1,7,0,0,0,,0,,1,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17,0,0.69606582,0.186300246,0.117633934,0,0,0,0,0,0,0,8,1,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 06:00,s_1,11,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21,0,0.642125501,0.357874499,0,0,0,0,0,0,0,0,10,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 07:00,s_1,1,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0.311914338,0.163824737,0.504594597,0.019666328,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 08:00,s_1,9,0,0,0,,0,,1,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22,0,0.548754257,0.230394829,0.140285824,0.08056509,0,0,0,0,0,0,10,0,0,1,0,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 09:00,s_1,9,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17,0,0.794190065,0.205809935,0,0,0,0,0,0,0,0,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 10:00,s_1,5,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16,0,0.220090534,0.216444098,0.492759149,0.070706218,0,0,0,0,0,0,6,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 11:00,s_1,9,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18,0,0.621020897,0.378979103,0,0,0,0,0,0,0,0,9,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 12:00,s_1,10,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18,0,0.246719986,0.753280014,0,0,0,0,0,0,0,0,8,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 13:00,s_1,5,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0,0.814881502,0.185118498,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 14:00,s_1,2,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0,0.866164187,0.02272988,0.062213658,0.048892275,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 16:00,s_1,4,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0,0.858644806,0.122424463,0.018930731,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 17:00,s_1,3,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13,0.029260633,0.609054651,0.024131974,0.270867891,0.066684852,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 18:00,s_1,2,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4,0,0.222766908,0.098104618,0.679128474,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
03-01-2020 20:00,s_1,2,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,6,0,0.794767152,0.046440875,0.077445781,0.081346192,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
